Torque_0,Torque_1,Torque_2,Torque_3,Torque_4,Torque_5
-18147.526679039,-11.935828750846387,4.970101823653614,-2.0103176834999967,0.000662801853452688,2.220446049250313e-16
-18147.526679039,-11.935828750846387,4.970101823653614,-2.0103176834999967,0.000662801853452688,2.220446049250313e-16
-18147.526679039,-11.935828750846387,4.970101823653614,-2.0103176834999967,0.000662801853452688,2.220446049250313e-16
-18147.526679039,-11.935828750846387,4.970101823653614,-2.0103176834999967,0.000662801853452688,2.220446049250313e-16
-18147.526679039,-11.935828750846387,4.970101823653614,-2.0103176834999967,0.000662801853452688,2.220446049250313e-16
-18147.526679039,-11.935828750846387,4.970101823653614,-2.0103176834999967,0.000662801853452688,2.220446049250313e-16
-18147.526679039,-11.935828750846387,4.970101823653614,-2.0103176834999967,0.000662801853452688,2.220446049250313e-16
-18147.526679039,-11.935828750846387,4.970101823653614,-2.0103176834999967,0.000662801853452688,2.220446049250313e-16
-18147.526679039,-11.935828750846387,4.970101823653614,-2.0103176834999967,0.000662801853452688,2.220446049250313e-16
-18147.526679039,-11.935828750846387,4.970101823653614,-2.0103176834999967,0.000662801853452688,2.220446049250313e-16
-18147.526679039,-11.935828750846387,4.970101823653614,-2.0103176834999967,0.000662801853452688,2.220446049250313e-16
-18147.526679039,-11.935828750846387,4.970101823653614,-2.0103176834999967,0.000662801853452688,2.220446049250313e-16
-18147.526679039,-11.935828750846387,4.970101823653614,-2.0103176834999967,0.000662801853452688,2.220446049250313e-16
-18147.526679039,-11.935828750846387,4.970101823653614,-2.0103176834999967,0.000662801853452688,2.220446049250313e-16
-18147.526679039,-11.935828750846387,4.970101823653614,-2.0103176834999967,0.000662801853452688,2.220446049250313e-16
-18147.526679039,-11.935828750846387,4.970101823653614,-2.0103176834999967,0.000662801853452688,2.220446049250313e-16
-18147.526679039,-11.935828750846387,4.970101823653614,-2.0103176834999967,0.000662801853452688,2.220446049250313e-16
-18147.526679039,-11.935828750846387,4.970101823653614,-2.0103176834999967,0.000662801853452688,2.220446049250313e-16
-18147.526679039,-11.935828750846387,4.970101823653614,-2.0103176834999967,0.000662801853452688,2.220446049250313e-16
-18147.526679039,-11.935828750846387,4.970101823653614,-2.0103176834999967,0.000662801853452688,2.220446049250313e-16
-18147.526679039,-11.935828750846387,4.970101823653614,-2.0103176834999967,0.000662801853452688,2.220446049250313e-16
-18147.526679039,-11.935828750846387,4.970101823653614,-2.0103176834999967,0.000662801853452688,2.220446049250313e-16
-18147.526679039,-11.935828750846387,4.970101823653614,-2.0103176834999967,0.000662801853452688,2.220446049250313e-16
-18147.526679039,-11.935828750846387,4.970101823653614,-2.0103176834999967,0.000662801853452688,2.220446049250313e-16
-18147.526679039,-11.935828750846387,4.970101823653614,-2.0103176834999967,0.000662801853452688,2.220446049250313e-16
-18147.526679039,-11.935828750846387,4.970101823653614,-2.0103176834999967,0.000662801853452688,2.220446049250313e-16
-18147.526679039,-11.935828750846387,4.970101823653614,-2.0103176834999967,0.000662801853452688,2.220446049250313e-16
-18147.526679039,-11.935828750846387,4.970101823653614,-2.0103176834999967,0.000662801853452688,2.220446049250313e-16
-18147.526679039,-11.935828750846387,4.970101823653614,-2.0103176834999967,0.000662801853452688,2.220446049250313e-16
-18147.526679039,-11.935828750846387,4.970101823653614,-2.0103176834999967,0.000662801853452688,2.220446049250313e-16
-18147.526679039,-11.935828750846387,4.970101823653614,-2.0103176834999967,0.000662801853452688,2.220446049250313e-16
-18147.526679039,-11.935828750846387,4.970101823653614,-2.0103176834999967,0.000662801853452688,2.220446049250313e-16
-18147.526679039,-11.935828750846387,4.970101823653614,-2.0103176834999967,0.000662801853452688,2.220446049250313e-16
-18147.526679039,-11.935828750846387,4.970101823653614,-2.0103176834999967,0.000662801853452688,2.220446049250313e-16
-18147.526679039,-11.935828750846387,4.970101823653614,-2.0103176834999967,0.000662801853452688,2.220446049250313e-16
-18147.526679039,-11.935828750846387,4.970101823653614,-2.0103176834999967,0.000662801853452688,2.220446049250313e-16
-18147.526679039,-11.935828750846387,4.970101823653614,-2.0103176834999967,0.000662801853452688,2.220446049250313e-16
-18147.526679039,-11.935828750846387,4.970101823653614,-2.0103176834999967,0.000662801853452688,2.220446049250313e-16
-18147.526679039,-11.935828750846387,4.970101823653614,-2.0103176834999967,0.000662801853452688,2.220446049250313e-16
-18147.526679039,-11.935828750846387,4.970101823653614,-2.0103176834999967,0.000662801853452688,2.220446049250313e-16
-18147.526679039,-11.935828750846387,4.970101823653614,-2.0103176834999967,0.000662801853452688,2.220446049250313e-16
-18147.526679039,-11.935828750846387,4.970101823653614,-2.0103176834999967,0.000662801853452688,2.220446049250313e-16
-18147.526679039,-11.935828750846387,4.970101823653614,-2.0103176834999967,0.000662801853452688,2.220446049250313e-16
-18147.526679039,-11.935828750846387,4.970101823653614,-2.0103176834999967,0.000662801853452688,2.220446049250313e-16
-18147.526679039,-11.935828750846387,4.970101823653614,-2.0103176834999967,0.000662801853452688,2.220446049250313e-16
-18147.526679039,-11.935828750846387,4.970101823653614,-2.0103176834999967,0.000662801853452688,2.220446049250313e-16
-18147.526679039,-11.935828750846387,4.970101823653614,-2.0103176834999967,0.000662801853452688,2.220446049250313e-16
-18147.526679039,-11.935828750846387,4.970101823653614,-2.0103176834999967,0.000662801853452688,2.220446049250313e-16
-18147.526679039,-11.935828750846387,4.970101823653614,-2.0103176834999967,0.000662801853452688,2.220446049250313e-16
